time (UTC),pressure (dbar),pressure_flagPrimary,temperature (celsius),temperature_flagPrimary,chlorophyll (ug/L),chlorophyll_flagPrimary,salinity (1e-3),salinity_flagPrimary
2021-04-28T03:38:18Z,4.423,1,16.3292,1,68.049,4,33.5543,1
2021-04-28T03:42:18Z,4.334,1,16.4864,1,68.049,4,33.5542,1
2021-04-28T03:46:18Z,4.399,1,15.8494,1,68.049,4,33.5667,1
2021-04-28T03:50:18Z,4.422,1,15.995,1,68.049,4,33.5639,1
2021-04-28T03:54:18Z,4.437,1,15.7948,1,68.049,4,33.5411,1
2021-04-28T03:58:18Z,4.505,1,15.6325,1,68.049,4,33.5664,1
2021-04-28T04:02:18Z,4.446,1,16.1421,1,68.049,4,33.5563,1
2021-04-28T04:06:18Z,4.514,1,16.3703,1,68.049,4,33.5565,1
2021-04-28T04:10:18Z,4.355,1,16.1953,1,68.049,4,33.5573,1
2021-04-28T04:14:18Z,4.423,1,15.9359,1,68.049,4,33.557,1
2021-04-28T04:18:18Z,4.535,1,15.2934,1,68.049,4,33.5637,1
2021-04-28T04:22:18Z,4.458,1,15.7148,1,68.049,4,33.5629,1
2021-04-28T04:26:18Z,4.473,1,15.6745,1,68.049,4,33.5449,1
2021-04-28T04:30:18Z,4.49,1,15.5533,1,68.049,4,33.539,1
2021-04-28T04:34:18Z,4.517,1,15.2217,1,68.049,4,33.5675,1
2021-04-28T04:38:18Z,4.417,1,14.97,1,68.049,4,33.5638,1
2021-04-28T04:42:18Z,4.593,1,14.7034,1,68.049,4,33.5624,1
2021-04-28T04:46:18Z,4.598,1,14.7569,1,68.049,4,33.5701,1
2021-04-28T04:50:18Z,4.539,1,14.3273,1,68.049,4,33.5673,1
2021-04-28T04:54:18Z,4.53,1,14.3076,1,68.049,4,33.5658,1
2021-04-28T04:58:18Z,4.54,1,14.121,1,68.049,4,33.5624,1
2021-04-28T05:02:18Z,4.505,1,13.6552,1,68.049,4,33.5891,1
2021-04-28T05:06:18Z,4.533,1,13.6392,1,68.049,4,33.5501,1
2021-04-28T05:10:18Z,4.467,1,13.2411,1,68.049,4,33.5843,1
2021-04-28T05:14:18Z,4.563,1,13.2646,1,68.049,4,33.5685,1
2021-04-28T05:18:18Z,4.638,1,13.3677,1,68.049,4,33.5634,1
2021-04-28T05:22:18Z,4.544,1,13.5439,1,68.049,4,33.5831,1
2021-04-28T05:26:18Z,4.485,1,13.0172,1,68.049,4,33.5904,1
2021-04-28T05:30:18Z,4.578,1,12.9625,1,68.049,4,33.5579,1
2021-04-28T05:34:18Z,4.498,1,13.0367,1,68.049,4,33.5782,1
2021-04-28T05:38:18Z,4.52,1,12.5656,1,68.049,4,33.5692,1
2021-04-28T05:42:18Z,4.606,1,12.3568,1,68.049,4,33.5779,1
2021-04-28T05:46:18Z,4.407,1,12.3032,1,68.049,4,33.5924,1
2021-04-28T05:50:18Z,4.469,1,12.2398,1,68.049,4,33.5882,1
2021-04-28T05:54:18Z,4.421,1,12.3169,1,68.049,4,33.5911,1
2021-04-28T05:58:18Z,4.395,1,12.1167,1,68.049,4,33.5855,1
2021-04-28T06:02:18Z,4.444,1,12.0732,1,68.049,4,33.5886,1
2021-04-28T06:06:18Z,4.353,1,12.0225,1,68.049,4,33.5875,1
2021-04-28T06:10:18Z,4.356,1,11.9715,1,68.049,4,33.5924,1
2021-04-28T06:14:18Z,4.273,1,11.9001,1,68.049,4,33.5905,1
2021-04-28T06:18:18Z,4.263,1,11.8005,1,68.049,4,33.5917,1
2021-04-28T06:22:18Z,4.326,1,11.7025,1,68.049,4,33.5961,1
2021-04-28T06:26:18Z,4.293,1,11.6697,1,68.049,4,33.5988,1
2021-04-28T06:30:18Z,4.268,1,11.6272,1,68.049,4,33.597,1
2021-04-28T06:34:18Z,4.163,1,11.6443,1,68.049,4,33.5959,1
2021-04-28T06:38:18Z,4.241,1,11.6139,1,68.049,4,33.5954,1
2021-04-28T06:42:18Z,4.101,1,11.6065,1,68.049,4,33.6007,1
2021-04-28T06:46:18Z,4.113,1,11.5893,1,68.049,4,33.601,1
2021-04-28T06:50:18Z,4.011,1,11.5519,1,68.049,4,33.6026,1
2021-04-28T06:54:18Z,4.11,1,11.5952,1,68.049,4,33.5989,1
2021-04-28T06:58:18Z,4.138,1,11.5674,1,68.049,4,33.6004,1
2021-04-28T07:02:18Z,4.058,1,11.9419,1,68.049,4,33.5934,1
2021-04-28T07:06:18Z,4.012,1,11.8524,1,68.049,4,33.5956,1
2021-04-28T07:10:18Z,3.901,1,11.7064,1,68.049,4,33.5991,1
2021-04-28T07:14:18Z,3.984,1,11.7276,1,68.049,4,33.5866,1
2021-04-28T07:18:18Z,3.949,1,11.6776,1,68.049,4,33.5906,1
2021-04-28T07:22:18Z,3.884,1,11.634,1,68.049,4,33.5904,1
2021-04-28T07:26:18Z,3.822,1,11.6039,1,68.049,4,33.5926,1
2021-04-28T07:30:18Z,3.75,1,11.7308,1,68.049,4,33.5885,1
2021-04-28T07:34:18Z,3.763,1,11.7374,1,68.049,4,33.5947,1
2021-04-28T07:38:18Z,3.732,1,11.8602,1,68.049,4,33.591,1
2021-04-28T07:42:18Z,3.689,1,12.1513,1,68.049,4,33.6169,1
2021-04-28T07:46:18Z,3.526,1,12.4047,1,68.049,4,33.6199,1
2021-04-28T07:50:18Z,3.598,1,13.1443,1,68.049,4,33.5612,1
2021-04-28T07:54:18Z,3.593,1,14.1178,1,68.049,4,33.5678,1
2021-04-28T07:58:18Z,3.551,1,12.1742,1,68.049,4,33.572,1
2021-04-28T08:02:18Z,3.579,1,12.7593,1,68.049,4,33.577,1
2021-04-28T08:06:18Z,3.489,1,13.4598,1,68.049,4,33.578,1
2021-04-28T08:10:18Z,3.472,1,14.8199,1,68.049,4,33.5597,1
2021-04-28T08:14:18Z,3.409,1,14.6909,1,68.049,4,33.5698,1
2021-04-28T08:18:18Z,3.416,1,15.2475,1,68.049,4,33.5578,1
2021-04-28T08:22:18Z,3.344,1,15.2072,1,68.049,4,33.5629,1
2021-04-28T08:26:18Z,3.352,1,15.2787,1,68.049,4,33.5551,1
2021-04-28T08:30:18Z,3.207,1,15.2044,1,68.049,4,33.5641,1
2021-04-28T08:34:18Z,3.2,1,15.1247,1,68.049,4,33.5659,1
2021-04-28T08:38:18Z,3.156,1,15.2875,1,68.049,4,33.5597,1
2021-04-28T08:42:18Z,3.124,1,15.4388,1,68.049,4,33.5593,1
2021-04-28T08:46:18Z,3.16,1,15.4239,1,68.049,4,33.556,1
2021-04-28T08:50:18Z,3.135,1,15.4778,1,68.049,4,33.5554,1
2021-04-28T08:54:18Z,3.024,1,15.696,1,68.049,4,33.5588,1
2021-04-28T08:58:18Z,2.979,1,15.704,1,68.049,4,33.5603,1
2021-04-28T09:02:18Z,3.007,1,15.6764,1,68.049,4,33.5586,1
2021-04-28T09:06:18Z,2.845,1,15.7548,1,68.049,4,33.5591,1
2021-04-28T09:10:18Z,2.972,1,15.7791,1,68.049,4,33.5581,1
2021-04-28T09:14:18Z,2.964,1,15.8421,1,68.049,4,33.5585,1
2021-04-28T09:18:18Z,2.627,1,15.9185,1,68.049,4,33.5629,1
2021-04-28T09:22:18Z,2.847,1,15.8896,1,68.049,4,33.5578,1
2021-04-28T09:26:18Z,2.723,1,15.8307,1,68.049,4,33.5646,1
2021-04-28T09:30:18Z,2.747,1,15.7982,1,68.049,4,33.5631,1
2021-04-28T09:34:18Z,2.624,1,15.5879,1,68.049,4,33.5637,1
2021-04-28T09:38:18Z,2.875,1,15.9904,1,68.049,4,33.5595,1
2021-04-28T09:42:18Z,2.704,1,16.1884,1,68.049,4,33.5553,1
2021-04-28T09:46:18Z,2.602,1,16.1025,1,68.049,4,33.5595,1
2021-04-28T09:50:18Z,2.707,1,16.0247,1,68.049,4,33.5594,1
2021-04-28T09:54:18Z,2.538,1,15.9026,1,68.049,4,33.557,1
2021-04-28T09:58:18Z,2.577,1,16.037,1,68.049,4,33.5592,1
2021-04-28T10:02:18Z,2.564,1,16.0812,1,68.049,4,33.5571,1
2021-04-28T10:06:18Z,2.552,1,16.1121,1,68.049,4,33.5525,1
2021-04-28T10:10:18Z,2.508,1,16.1003,1,68.049,4,33.5524,1
2021-04-28T10:14:18Z,2.357,1,16.0843,1,68.049,4,33.5548,1
2021-04-28T10:18:18Z,2.43,1,16.0695,1,68.049,4,33.5556,1
2021-04-28T10:22:18Z,2.374,1,16.0037,1,68.049,4,33.5566,1
2021-04-28T10:26:18Z,2.366,1,15.9385,1,68.049,4,33.5561,1
2021-04-28T10:30:18Z,2.342,1,15.9384,1,68.049,4,33.5601,1
2021-04-28T10:34:18Z,2.331,1,15.9307,1,68.049,4,33.5579,1
2021-04-28T10:38:18Z,2.27,1,15.9392,1,68.049,4,33.5622,1
2021-04-28T10:42:18Z,2.332,1,15.8463,1,68.049,4,33.5618,1
2021-04-28T10:46:18Z,2.337,1,15.6751,1,68.049,4,33.5583,1
2021-04-28T10:50:18Z,2.274,1,15.6344,1,68.049,4,33.5588,1
2021-04-28T10:54:18Z,2.164,1,15.4875,1,68.049,4,33.5608,1
2021-04-28T10:58:18Z,2.234,1,15.4102,1,68.049,4,33.5615,1
2021-04-28T11:02:18Z,2.279,1,15.3496,1,68.049,4,33.5618,1
2021-04-28T11:06:18Z,2.179,1,15.3713,1,68.049,4,33.561,1
2021-04-28T11:10:18Z,2.159,1,15.3539,1,68.049,4,33.5636,1
2021-04-28T11:14:18Z,2.167,1,15.3539,1,68.049,4,33.5633,1
2021-04-28T11:18:18Z,2.282,1,15.4241,1,68.049,4,33.5635,1
2021-04-28T11:22:18Z,2.094,1,15.5899,1,68.049,4,33.5595,1
2021-04-28T11:26:18Z,2.126,1,15.5515,1,68.049,4,33.5597,1
2021-04-28T11:30:18Z,2.128,1,15.5277,1,68.049,4,33.5617,1
2021-04-28T11:34:18Z,2.267,1,15.5726,1,68.049,4,33.558,1
2021-04-28T11:38:18Z,2.217,1,15.5393,1,68.049,4,33.5581,1
2021-04-28T11:42:18Z,2.089,1,15.5257,1,68.049,4,33.5578,1
2021-04-28T11:46:18Z,1.97,1,15.5706,1,68.049,4,33.5543,1
2021-04-28T11:50:18Z,2.13,1,15.554,1,68.049,4,33.5553,1
2021-04-28T11:54:18Z,2.03,1,15.5822,1,68.049,4,33.5572,1
2021-04-28T11:58:18Z,2.133,1,15.5673,1,68.049,4,33.551,1
2021-04-28T12:02:18Z,2.1,1,15.5759,1,68.049,4,33.5624,1
2021-04-28T12:06:18Z,2.092,1,15.5843,1,68.049,4,33.5578,1
2021-04-28T12:10:18Z,2.16,1,15.5826,1,68.049,4,33.553,1
2021-04-28T12:14:18Z,2.116,1,15.6469,1,68.049,4,33.5522,1
2021-04-28T12:18:18Z,2.187,1,15.7279,1,68.049,4,33.5497,1
2021-04-28T12:22:18Z,2.224,1,15.7554,1,68.049,4,33.5538,1
2021-04-28T12:26:18Z,2.066,1,15.7569,1,68.049,4,33.5532,1
2021-04-28T12:30:18Z,2.367,1,15.7264,1,68.049,4,33.5486,1
2021-04-28T12:34:18Z,2.112,1,15.6942,1,68.049,4,33.5522,1
2021-04-28T12:38:18Z,2.113,1,15.6707,1,68.049,4,33.5582,1
2021-04-28T12:42:18Z,2.221,1,15.6788,1,68.049,4,33.5553,1
2021-04-28T12:46:18Z,2.146,1,15.6574,1,68.049,4,33.5556,1
2021-04-28T12:50:18Z,2.176,1,15.5971,1,68.049,4,33.5577,1
2021-04-28T12:54:18Z,2.313,1,15.618,1,68.049,4,33.5613,1
2021-04-28T12:58:18Z,2.178,1,15.628,1,68.049,4,33.5622,1
2021-04-28T13:02:18Z,2.273,1,15.5728,1,68.049,4,33.5589,1
2021-04-28T13:06:18Z,2.422,1,15.5869,1,68.049,4,33.5611,1
2021-04-28T13:10:18Z,2.304,1,15.5887,1,68.049,4,33.5601,1
2021-04-28T13:14:18Z,2.214,1,15.5896,1,68.049,4,33.5615,1
2021-04-28T13:18:18Z,2.338,1,15.5899,1,68.049,4,33.5589,1
2021-04-28T13:22:18Z,2.406,1,15.5907,1,68.049,4,33.5602,1
2021-04-28T13:26:18Z,2.375,1,15.5953,1,68.049,4,33.562,1
2021-04-28T13:30:18Z,2.437,1,15.5315,1,68.049,4,33.5625,1
2021-04-28T13:34:18Z,2.481,1,15.3738,1,68.049,4,33.5608,1
2021-04-28T13:38:18Z,2.371,1,15.2434,1,68.049,4,33.5606,1
2021-04-28T13:42:18Z,2.421,1,15.2354,1,68.049,4,33.5651,1
2021-04-28T13:46:18Z,2.523,1,15.3485,1,68.049,4,33.5612,1
2021-04-28T13:50:18Z,2.614,1,15.2943,1,68.049,4,33.5545,1
2021-04-28T13:54:18Z,2.538,1,15.1146,1,68.049,4,33.558,1
2021-04-28T13:58:18Z,2.562,1,15.1199,1,68.049,4,33.5559,1
2021-04-28T14:02:18Z,2.66,1,14.9776,1,68.049,4,33.5597,1
2021-04-28T14:06:18Z,2.743,1,14.5765,1,68.049,4,33.5623,1
2021-04-28T14:10:18Z,2.573,1,14.476,1,68.049,4,33.5575,1
2021-04-28T14:14:18Z,2.679,1,14.4166,1,68.049,4,33.57,1
2021-04-28T14:18:18Z,2.577,1,14.5821,1,68.049,4,33.5771,1
2021-04-28T14:22:18Z,2.785,1,14.8148,1,68.049,4,33.5681,1
2021-04-28T14:26:18Z,2.879,1,14.5833,1,68.049,4,33.5537,1
2021-04-28T14:30:18Z,2.788,1,14.3545,1,68.049,4,33.5777,1
2021-04-28T14:34:18Z,2.802,1,14.3828,1,68.049,4,33.5722,1
2021-04-28T14:38:18Z,2.905,1,14.8091,1,68.049,4,33.5605,1
2021-04-28T14:42:18Z,2.861,1,15.0374,1,68.049,4,33.5571,1
2021-04-28T14:46:18Z,2.981,1,14.6402,1,68.049,4,33.5574,1
2021-04-28T14:50:18Z,2.811,1,14.7807,1,68.049,4,33.5523,1
2021-04-28T14:54:18Z,2.987,1,14.7342,1,68.049,4,33.5501,1
2021-04-28T14:58:18Z,3.018,1,14.5405,1,68.049,4,33.5639,1
2021-04-28T15:02:18Z,3.055,1,14.4745,1,68.049,4,33.5492,1
2021-04-28T15:06:18Z,2.987,1,14.9047,1,68.049,4,33.5582,1
2021-04-28T15:10:18Z,3.102,1,14.3856,1,68.049,4,33.5376,1
2021-04-28T15:14:18Z,3.147,1,14.9785,1,68.049,4,33.5591,1
2021-04-28T15:18:18Z,3.21,1,14.9434,1,68.049,4,33.5625,1
2021-04-28T15:22:18Z,3.175,1,15.0001,1,68.049,4,33.5571,1
2021-04-28T15:26:18Z,3.092,1,14.6818,1,68.049,4,33.5767,1
2021-04-28T15:30:18Z,3.17,1,14.4642,1,68.049,4,33.5511,1
2021-04-28T15:34:18Z,3.194,1,14.6206,1,68.049,4,33.5407,1
2021-04-28T15:38:18Z,3.27,1,14.1533,1,68.049,4,33.5679,1
2021-04-28T15:42:18Z,3.26,1,14.6412,1,68.049,4,33.5513,1
2021-04-28T15:46:18Z,3.247,1,14.4081,1,68.049,4,33.5622,1
2021-04-28T15:50:18Z,3.275,1,13.7805,1,68.049,4,33.5774,1
2021-04-28T15:54:18Z,3.475,1,14.1036,1,68.049,4,33.546,1
2021-04-28T15:58:18Z,3.437,1,13.9468,1,68.049,4,33.5524,1
2021-04-28T16:02:18Z,3.479,1,14.1951,1,68.049,4,33.559,1
2021-04-28T16:06:18Z,3.392,1,13.6487,1,68.049,4,33.568,1
2021-04-28T16:10:18Z,3.528,1,13.7451,1,68.049,4,33.5658,1
2021-04-28T16:14:18Z,3.399,1,13.5199,1,68.049,4,33.5804,1
2021-04-28T16:18:18Z,3.481,1,13.3034,1,68.049,4,33.5703,1
2021-04-28T16:22:18Z,3.551,1,13.3582,1,68.049,4,33.5686,1
2021-04-28T16:26:18Z,3.531,1,13.5057,1,68.049,4,33.563,1
2021-04-28T16:30:18Z,3.526,1,13.858,1,68.049,4,33.5734,1
2021-04-28T16:34:18Z,3.451,1,14.0788,1,68.049,4,33.587,1
2021-04-28T16:38:18Z,3.562,1,13.7814,1,68.049,4,33.5468,1
2021-04-28T16:42:18Z,3.552,1,14.0872,1,68.049,4,33.5839,1
2021-04-28T16:46:18Z,3.724,1,14.121,1,68.049,4,33.5532,1
2021-04-28T16:50:18Z,3.627,1,13.9366,1,68.049,4,33.5509,1
2021-04-28T16:54:18Z,3.677,1,13.8999,1,68.049,4,33.5494,1
2021-04-28T16:58:18Z,3.729,1,13.931,1,68.049,4,33.5562,1
2021-04-28T17:02:18Z,3.665,1,13.114,1,68.049,4,33.575,1
2021-04-28T17:06:18Z,3.735,1,13.6926,1,68.049,4,33.5584,1
2021-04-28T17:10:18Z,3.613,1,13.2289,1,68.049,4,33.6042,1
2021-04-28T17:14:18Z,3.793,1,12.9948,1,68.049,4,33.572,1
2021-04-28T17:18:18Z,3.579,1,13.3316,1,68.049,4,33.6,1
2021-04-28T17:22:18Z,3.648,1,12.8104,1,68.049,4,33.5798,1
2021-04-28T17:26:18Z,3.768,1,12.7553,1,68.049,4,33.5744,1
2021-04-28T17:30:18Z,3.676,1,13.0292,1,68.049,4,33.5949,1
2021-04-28T17:34:18Z,3.73,1,12.9903,1,68.049,4,33.5707,1
2021-04-28T17:38:18Z,3.718,1,12.77,1,68.049,4,33.5688,1
2021-04-28T17:42:18Z,3.782,1,12.436,1,68.049,4,33.5826,1
2021-04-28T17:46:18Z,3.752,1,12.4692,1,68.049,4,33.5804,1
2021-04-28T17:50:18Z,3.748,1,12.5272,1,68.049,4,33.5814,1
2021-04-28T17:54:18Z,3.829,1,12.5394,1,68.049,4,33.5819,1
2021-04-28T17:58:18Z,3.736,1,12.3541,1,68.049,4,33.5848,1
2021-04-28T18:02:18Z,3.739,1,12.6524,1,68.049,4,33.5999,1
2021-04-28T18:06:18Z,3.795,1,12.3324,1,68.049,4,33.5882,1
2021-04-28T18:10:18Z,3.749,1,12.3647,1,68.049,4,33.589,1
2021-04-28T18:14:18Z,3.678,1,12.4036,1,68.049,4,33.5891,1
2021-04-28T18:18:18Z,3.843,1,12.3841,1,68.049,4,33.5812,1
2021-04-28T18:22:18Z,3.831,1,12.3672,1,68.049,4,33.5919,1
2021-04-28T18:26:18Z,3.799,1,12.238,1,68.049,4,33.5914,1
2021-04-28T18:30:18Z,3.812,1,12.2457,1,68.049,4,33.5888,1
2021-04-28T18:34:18Z,3.858,1,12.254,1,68.049,4,33.5772,1
2021-04-28T18:38:18Z,3.732,1,12.1815,1,68.049,4,33.5875,1
2021-04-28T18:42:18Z,3.77,1,12.214,1,68.049,4,33.5765,1
2021-04-28T18:46:18Z,3.792,1,12.2136,1,68.049,4,33.5731,1
2021-04-28T18:50:18Z,3.708,1,12.0317,1,68.049,4,33.5878,1
2021-04-28T18:54:18Z,3.709,1,12.2445,1,68.049,4,33.5794,1
2021-04-28T18:58:18Z,3.596,1,12.0881,1,68.049,4,33.5846,1
2021-04-28T19:02:18Z,3.796,1,11.9343,1,68.049,4,33.5881,1
2021-04-28T19:06:18Z,3.697,1,11.878,1,68.049,4,33.5915,1
2021-04-28T19:10:18Z,3.532,1,11.8592,1,68.049,4,33.5949,1
2021-04-28T19:14:18Z,3.604,1,12.3427,1,68.049,4,33.624,1
2021-04-28T19:18:18Z,3.603,1,12.1142,1,68.049,4,33.5826,1
2021-04-28T19:22:18Z,3.573,1,11.8638,1,68.049,4,33.5932,1
2021-04-28T19:26:18Z,3.631,1,11.751,1,68.049,4,33.5801,1
2021-04-28T19:30:18Z,3.653,1,11.6627,1,68.049,4,33.5926,1
2021-04-28T19:34:18Z,3.56,1,11.6758,1,68.049,4,33.5953,1
2021-04-28T19:38:18Z,3.552,1,11.6036,1,68.049,4,33.591,1
2021-04-28T19:42:18Z,3.546,1,11.5278,1,68.049,4,33.5996,1
2021-04-28T19:46:18Z,3.493,1,11.495,1,68.049,4,33.5994,1
2021-04-28T19:50:18Z,3.462,1,11.5116,1,68.049,4,33.5904,1
2021-04-28T19:54:18Z,3.494,1,11.545,1,68.049,4,33.582,1
2021-04-28T19:58:18Z,3.533,1,11.5079,1,68.049,4,33.5859,1
2021-04-28T20:02:18Z,3.478,1,11.4937,1,68.049,4,33.5796,1
2021-04-28T20:06:18Z,3.44,1,11.5072,1,68.049,4,33.5845,1
2021-04-28T20:10:18Z,3.506,1,11.4593,1,68.049,4,33.5813,1
2021-04-28T20:14:18Z,3.424,1,11.4454,1,68.049,4,33.5818,1
2021-04-28T20:18:18Z,3.463,1,11.6585,1,68.049,4,33.583,1
2021-04-28T20:22:18Z,3.436,1,11.6214,1,68.049,4,33.5624,1
2021-04-28T20:26:18Z,3.465,1,11.4483,1,68.049,4,33.5836,1
2021-04-28T20:30:18Z,3.363,1,11.2378,1,68.049,4,33.5505,1
2021-04-28T20:34:18Z,3.387,1,11.1344,1,68.049,4,33.5912,1
2021-04-28T20:38:18Z,3.262,1,11.0885,1,68.049,4,33.5989,1
2021-04-28T20:42:18Z,3.309,1,11.6687,1,68.049,4,33.5878,1
2021-04-28T20:46:18Z,3.343,1,11.2782,1,68.049,4,33.5972,1
2021-04-28T20:50:18Z,3.184,1,11.1788,3,68.049,4,33.6031,1
2021-04-28T20:54:18Z,3.183,1,15.707,3,68.049,4,33.571,1
2021-04-28T20:58:18Z,3.285,1,16.1645,1,68.049,4,33.5577,1
2021-04-28T21:02:18Z,3.269,1,16.1021,1,68.049,4,33.5496,1
2021-04-28T21:06:18Z,3.204,1,16.2025,1,68.049,4,33.5615,1
2021-04-28T21:10:18Z,3.211,1,16.1712,1,68.049,4,33.554,1
2021-04-28T21:14:18Z,3.207,1,15.6799,1,68.049,4,33.5437,1
2021-04-28T21:18:18Z,3.13,1,15.3551,1,68.049,4,33.6065,1
2021-04-28T21:22:18Z,3.186,1,15.5081,1,68.049,4,33.5679,1
2021-04-28T21:26:18Z,3.165,1,14.9096,1,68.049,4,33.5964,1
2021-04-28T21:30:18Z,3.03,1,15.5287,1,68.049,4,33.5757,1
2021-04-28T21:34:18Z,3.026,1,15.7904,1,68.049,4,33.562,1
2021-04-28T21:38:18Z,3.055,1,15.2083,1,68.049,4,33.5641,1
2021-04-28T21:42:18Z,2.988,1,15.064,1,68.049,4,33.5687,1
2021-04-28T21:46:18Z,2.97,1,15.2173,1,68.049,4,33.6171,1
2021-04-28T21:50:18Z,2.971,1,15.286,1,68.049,4,33.5603,1
2021-04-28T21:54:18Z,3.093,1,14.6022,1,68.049,4,33.5784,1
2021-04-28T21:58:18Z,3.06,1,15.4509,1,68.049,4,33.5512,1
2021-04-28T22:02:18Z,3.025,1,15.6554,1,68.049,4,33.5293,1
2021-04-28T22:06:18Z,2.971,1,15.6262,1,68.049,4,33.5567,1
2021-04-28T22:10:18Z,3.041,1,15.7165,1,68.049,4,33.5513,1
2021-04-28T22:14:18Z,2.947,1,15.7086,1,68.049,4,33.5384,1
2021-04-28T22:18:18Z,2.902,1,15.4951,1,68.049,4,33.5768,1
2021-04-28T22:22:18Z,2.963,1,15.5678,1,68.049,4,33.5679,1
2021-04-28T22:26:18Z,2.952,1,15.7016,1,68.049,4,33.5508,1
2021-04-28T22:30:18Z,2.974,1,15.706,1,68.049,4,33.5614,1
2021-04-28T22:34:18Z,2.983,1,15.8246,1,68.049,4,33.5575,1
2021-04-28T22:38:18Z,2.943,1,15.8793,1,68.049,4,33.5576,1
2021-04-28T22:42:18Z,2.787,1,15.7201,1,68.049,4,33.5585,1
2021-04-28T22:46:18Z,3.005,1,15.6716,1,68.049,4,33.559,1
2021-04-28T22:50:18Z,2.84,1,15.7139,1,68.049,4,33.5586,1
2021-04-28T22:54:18Z,3.029,1,15.9774,1,68.049,4,33.5538,1
2021-04-28T22:58:18Z,2.956,1,15.9013,1,68.049,4,33.5574,1
2021-04-28T23:02:18Z,2.836,1,15.9851,1,68.049,4,33.5615,1
2021-04-28T23:06:18Z,2.899,1,16.141,1,68.049,4,33.5583,1
2021-04-28T23:10:18Z,2.878,1,16.0025,1,68.049,4,33.5658,1
2021-04-28T23:14:18Z,2.935,1,16.1286,1,68.049,4,33.5621,1
2021-04-28T23:18:18Z,2.858,1,16.0609,1,68.049,4,33.5671,1
2021-04-28T23:22:18Z,2.864,1,16.0893,1,68.049,4,33.5625,1
2021-04-28T23:26:18Z,2.925,1,16.2963,1,68.049,4,33.56,1
2021-04-28T23:30:18Z,2.919,1,16.2378,1,68.049,4,33.5596,1
2021-04-28T23:34:18Z,2.827,1,16.0745,1,68.049,4,33.5583,1
2021-04-28T23:38:18Z,2.845,1,16.0717,1,68.049,4,33.5608,1
2021-04-28T23:42:18Z,2.978,1,15.9882,1,68.049,4,33.5496,1
2021-04-28T23:46:18Z,2.898,1,15.9601,1,68.049,4,33.5582,1
2021-04-28T23:50:18Z,2.943,1,15.8427,1,68.049,4,33.5579,1
2021-04-28T23:54:18Z,2.905,1,15.9176,1,68.049,4,33.5608,1
2021-04-28T23:58:18Z,2.905,1,15.9566,1,68.049,4,33.5629,1
2021-04-29T00:02:18Z,2.947,1,16.2007,1,68.049,4,33.5601,1
2021-04-29T00:06:18Z,2.935,1,16.3228,1,68.049,4,33.5609,1
2021-04-29T00:10:18Z,2.913,1,16.3512,1,68.049,4,33.5579,1
2021-04-29T00:14:18Z,2.916,1,16.4765,1,68.049,4,33.5549,1
2021-04-29T00:18:18Z,3.015,1,16.5178,1,68.049,4,33.5549,1
2021-04-29T00:22:18Z,3.053,1,16.5461,1,68.049,4,33.5514,1
2021-04-29T00:26:18Z,3.055,1,16.5688,1,68.049,4,33.5507,1
2021-04-29T00:30:18Z,3.067,1,16.6343,1,68.049,4,33.5502,1
2021-04-29T00:34:18Z,3.048,1,16.6267,1,68.049,4,33.5515,1
2021-04-29T00:38:18Z,3.159,1,16.5794,1,68.049,4,33.5482,1
2021-04-29T00:42:18Z,3.1,1,16.4461,1,68.049,4,33.5551,1
2021-04-29T00:46:18Z,3.104,1,16.3196,1,68.049,4,33.5541,1
2021-04-29T00:50:18Z,3.113,1,16.3078,1,68.049,4,33.5528,1
2021-04-29T00:54:18Z,3.124,1,16.2898,1,68.049,4,33.5533,1
2021-04-29T00:58:18Z,3.15,1,16.3342,1,68.049,4,33.556,1
2021-04-29T01:02:18Z,3.171,1,16.3173,1,68.049,4,33.5571,1
2021-04-29T01:06:18Z,3.143,1,16.3469,1,68.049,4,33.5598,1
2021-04-29T01:10:18Z,3.192,1,16.4537,1,68.049,4,33.5592,1
2021-04-29T01:14:18Z,3.219,1,16.4609,1,68.049,4,33.5572,1
2021-04-29T01:18:18Z,3.329,1,16.5244,1,68.049,4,33.5581,1
2021-04-29T01:22:18Z,3.267,1,16.5546,1,68.049,4,33.5587,1
2021-04-29T01:26:18Z,3.321,1,16.5678,1,68.049,4,33.4756,1
2021-04-29T01:30:18Z,3.352,1,16.4864,1,68.049,4,33.5575,1
2021-04-29T01:34:18Z,3.404,1,16.5094,1,68.049,4,33.5569,1
2021-04-29T01:38:18Z,3.359,1,16.492,1,68.049,4,33.5592,1
2021-04-29T01:42:18Z,3.367,1,16.5634,1,68.049,4,33.5564,1
2021-04-29T01:46:18Z,3.342,1,16.5844,1,68.049,4,33.5621,1
2021-04-29T01:50:18Z,3.466,1,16.6009,1,68.049,4,33.5571,1
2021-04-29T01:54:18Z,3.471,1,16.4379,1,68.049,4,33.5524,1
2021-04-29T01:58:18Z,3.493,1,16.3395,1,68.049,4,33.5579,1
2021-04-29T02:02:18Z,3.508,1,16.2235,1,68.049,4,33.5586,1
2021-04-29T02:06:18Z,3.566,1,16.1324,1,68.049,4,33.5575,1
2021-04-29T02:10:18Z,3.627,1,15.5223,1,68.049,4,33.5525,1
2021-04-29T02:14:18Z,3.553,1,14.699,1,68.049,4,33.5654,1
