UTC,Time,IMU A1,IMU A2,IMU A3,IMU G1,IMU G2,IMU G3,IMU M1,IMU M2,IMU M3,Latitude,Longitude
2020-08-22T15:59:19.1150+00:00,1053806,169,488,-59,116,-19,40,38,10,222,N/A,N/A
2020-08-22T15:59:19.3140+00:00,1054005,124,468,-81,101,-7,-16,43,5,237,N/A,N/A
2020-08-22T15:59:19.5150+00:00,1054206,130,488,-113,61,-17,25,39,9,251,N/A,N/A
2020-08-22T15:59:19.7150+00:00,1054406,165,486,-114,-36,50,81,32,14,250,N/A,N/A
2020-08-22T15:59:19.9140+00:00,1054605,193,492,-75,-17,51,7,26,2,234,N/A,N/A
2020-08-22T15:59:20.1150+00:00,1054806,169,478,-126,14,20,-65,41,11,239,N/A,N/A
2020-08-22T15:59:20.3150+00:00,1055006,94,508,-43,-116,81,-20,36,8,234,N/A,N/A
2020-08-22T15:59:20.5650+00:00,1055256,164,491,13,13,40,56,39,7,217,N/A,N/A
2020-08-22T15:59:20.7650+00:00,1055456,174,474,-99,54,-136,15,29,5,229,N/A,N/A
2020-08-22T15:59:21.0150+00:00,1055706,155,486,-72,-129,55,25,35,11,219,N/A,N/A
2020-08-22T15:59:21.2650+00:00,1055956,145,518,102,-59,31,44,37,-7,193,N/A,N/A
2020-08-22T15:59:21.4650+00:00,1056156,151,508,25,31,-39,-4,26,-4,200,N/A,N/A
2020-08-22T15:59:21.6640+00:00,1056355,110,509,47,-42,16,-51,39,1,201,N/A,N/A
2020-08-22T15:59:21.8650+00:00,1056556,108,494,85,-50,72,-7,44,-2,182,N/A,N/A
2020-08-22T15:59:22.0650+00:00,1056756,94,488,112,57,31,40,30,-8,182,N/A,N/A
2020-08-22T15:59:22.2650+00:00,1056956,86,527,-79,193,-30,39,36,-6,206,N/A,N/A
2020-08-22T15:59:22.5150+00:00,1057206,152,488,58,18,20,7,27,7,209,N/A,N/A
2020-08-22T15:59:22.7650+00:00,1057456,110,512,70,-48,190,26,27,3,207,N/A,N/A
2020-08-22T15:59:22.9650+00:00,1057656,155,452,157,77,79,28,15,3,209,N/A,N/A
2020-08-22T15:59:23.1650+00:00,1057856,135,535,-23,54,85,-54,32,8,216,N/A,N/A
2020-08-22T15:59:23.4140+00:00,1058105,111,469,9,-19,148,-15,29,9,223,N/A,N/A
2020-08-22T15:59:23.6150+00:00,1058306,141,461,-97,76,92,36,17,7,219,N/A,N/A
2020-08-22T15:59:23.8150+00:00,1058506,164,493,-108,33,49,40,13,11,231,N/A,N/A
2020-08-22T15:59:23.9360+00:00,1058627,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285521,-11726120
2020-08-22T15:59:24.0140+00:00,1058705,159,506,16,-16,151,14,8,16,222,N/A,N/A
2020-08-22T15:59:24.2150+00:00,1058906,112,503,-28,110,17,46,12,10,234,N/A,N/A
2020-08-22T15:59:24.4650+00:00,1059156,170,493,-100,216,-60,83,-6,16,262,N/A,N/A
2020-08-22T15:59:24.6650+00:00,1059356,137,481,-34,199,-58,48,6,32,272,N/A,N/A
2020-08-22T15:59:24.8640+00:00,1059555,149,466,-146,172,-27,25,3,43,283,N/A,N/A
2020-08-22T15:59:25.0650+00:00,1059756,117,489,-81,123,-2,49,6,50,306,N/A,N/A
2020-08-22T15:59:25.2650+00:00,1059956,170,483,-126,-17,72,45,4,54,300,N/A,N/A
2020-08-22T15:59:25.5150+00:00,1060206,177,476,-148,-62,102,-58,-1,43,303,N/A,N/A
2020-08-22T15:59:25.7140+00:00,1060405,132,465,-167,-87,93,-78,0,32,290,N/A,N/A
2020-08-22T15:59:25.9140+00:00,1060605,128,452,-70,-233,176,-21,-8,26,268,N/A,N/A
2020-08-22T15:59:26.1650+00:00,1060856,135,472,63,-224,189,-39,-13,9,231,N/A,N/A
2020-08-22T15:59:26.3650+00:00,1061056,135,507,93,-144,113,-44,-12,4,224,N/A,N/A
2020-08-22T15:59:26.5650+00:00,1061256,71,513,130,-61,56,-1,-13,-7,207,N/A,N/A
2020-08-22T15:59:26.7650+00:00,1061456,99,462,148,91,23,75,-15,-1,207,N/A,N/A
2020-08-22T15:59:26.9650+00:00,1061656,142,462,87,262,-57,70,-20,4,228,N/A,N/A
2020-08-22T15:59:27.1640+00:00,1061855,109,489,-94,199,-75,17,-17,21,255,N/A,N/A
2020-08-22T15:59:27.4150+00:00,1062106,144,490,-59,67,33,82,-35,19,273,N/A,N/A
2020-08-22T15:59:27.6640+00:00,1062355,195,519,-8,-21,91,40,-35,21,273,N/A,N/A
2020-08-22T15:59:27.8650+00:00,1062556,177,488,26,17,111,-26,-37,25,269,N/A,N/A
2020-08-22T15:59:28.0650+00:00,1062756,135,465,-24,78,78,-3,-34,24,270,N/A,N/A
2020-08-22T15:59:28.2650+00:00,1062956,154,484,-100,34,23,52,-46,26,276,N/A,N/A
2020-08-22T15:59:28.4650+00:00,1063156,170,506,-44,-60,89,17,-49,23,277,N/A,N/A
2020-08-22T15:59:28.6640+00:00,1063355,157,497,-27,42,26,-16,-52,24,260,N/A,N/A
2020-08-22T15:59:28.8650+00:00,1063556,119,468,-45,128,-6,1,-43,39,281,N/A,N/A
2020-08-22T15:59:28.9360+00:00,1063627,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285521,-11726119
2020-08-22T15:59:29.0650+00:00,1063756,148,486,-64,55,3,20,-47,33,277,N/A,N/A
2020-08-22T15:59:29.2650+00:00,1063956,161,487,-35,-20,56,20,-45,37,279,N/A,N/A
2020-08-22T15:59:29.4650+00:00,1064156,155,464,10,7,80,3,-52,32,272,N/A,N/A
2020-08-22T15:59:29.6650+00:00,1064356,153,472,-14,58,53,-1,-50,26,278,N/A,N/A
2020-08-22T15:59:29.8650+00:00,1064556,171,500,-77,-7,87,0,-49,27,277,N/A,N/A
2020-08-22T15:59:30.0650+00:00,1064756,152,490,-22,-60,99,-30,-49,29,271,N/A,N/A
2020-08-22T15:59:30.2640+00:00,1064955,124,480,26,26,61,-19,-57,27,261,N/A,N/A
2020-08-22T15:59:30.4650+00:00,1065156,128,486,-2,116,4,60,-45,43,265,N/A,N/A
2020-08-22T15:59:30.6650+00:00,1065356,153,489,-29,74,37,73,-64,40,284,N/A,N/A
2020-08-22T15:59:30.8650+00:00,1065556,166,497,-30,86,61,39,-68,48,290,N/A,N/A
2020-08-22T15:59:31.0650+00:00,1065756,160,475,-65,211,-6,53,-70,54,298,N/A,N/A
2020-08-22T15:59:31.2650+00:00,1065956,149,456,-76,203,3,64,-76,62,314,N/A,N/A
2020-08-22T15:59:31.4650+00:00,1066156,170,461,-48,125,41,43,-88,80,316,N/A,N/A
2020-08-22T15:59:31.6650+00:00,1066356,212,450,-185,112,22,-15,-83,93,329,N/A,N/A
2020-08-22T15:59:31.9150+00:00,1066606,148,436,-200,-8,58,-58,-84,92,328,N/A,N/A
2020-08-22T15:59:32.1150+00:00,1066806,150,452,-162,-184,133,-17,-81,91,313,N/A,N/A
2020-08-22T15:59:32.3650+00:00,1067056,107,469,2,-162,146,-39,-83,63,287,N/A,N/A
2020-08-22T15:59:32.5640+00:00,1067255,127,499,14,-72,80,-20,-100,54,280,N/A,N/A
2020-08-22T15:59:32.7650+00:00,1067456,146,476,-44,-32,49,31,-91,47,277,N/A,N/A
2020-08-22T15:59:32.9650+00:00,1067656,155,478,-18,-14,120,-6,-98,52,272,N/A,N/A
2020-08-22T15:59:33.1650+00:00,1067856,150,512,-35,56,12,21,-92,50,270,N/A,N/A
2020-08-22T15:59:33.3650+00:00,1068056,157,506,-113,14,-10,55,-101,55,279,N/A,N/A
2020-08-22T15:59:33.5650+00:00,1068256,149,470,-43,-93,43,8,-99,51,265,N/A,N/A
2020-08-22T15:59:33.7650+00:00,1068456,133,494,61,-79,41,-38,-90,34,260,N/A,N/A
2020-08-22T15:59:33.9370+00:00,1068628,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285521,-11726119
2020-08-22T15:59:33.9650+00:00,1068656,108,492,45,7,-2,16,-98,34,248,N/A,N/A
2020-08-22T15:59:34.1640+00:00,1068855,127,501,38,43,-32,60,-95,37,263,N/A,N/A
2020-08-22T15:59:34.3650+00:00,1069056,144,501,19,5,-11,38,-100,50,264,N/A,N/A
2020-08-22T15:59:34.5650+00:00,1069256,143,520,17,33,-26,23,-92,40,252,N/A,N/A
2020-08-22T15:59:34.7640+00:00,1069455,132,509,32,44,-5,14,-90,44,264,N/A,N/A
2020-08-22T15:59:34.9650+00:00,1069656,126,472,-31,26,25,-7,-97,39,257,N/A,N/A
2020-08-22T15:59:35.1650+00:00,1069856,114,478,-2,2,39,6,-105,41,265,N/A,N/A
2020-08-22T15:59:35.3650+00:00,1070056,133,500,24,22,34,37,-100,36,264,N/A,N/A
2020-08-22T15:59:35.5650+00:00,1070256,146,486,-25,126,2,34,-103,45,267,N/A,N/A
2020-08-22T15:59:35.7640+00:00,1070455,141,494,20,95,20,10,-93,57,277,N/A,N/A
2020-08-22T15:59:35.9650+00:00,1070656,127,483,1,11,48,15,-101,55,275,N/A,N/A
2020-08-22T15:59:36.1650+00:00,1070856,141,472,-32,78,0,23,-99,55,279,N/A,N/A
2020-08-22T15:59:36.3650+00:00,1071056,147,476,-86,42,6,15,-106,66,290,N/A,N/A
2020-08-22T15:59:36.5650+00:00,1071256,125,488,1,-25,37,2,-97,49,287,N/A,N/A
2020-08-22T15:59:36.7650+00:00,1071456,149,482,-88,55,-27,20,-89,65,291,N/A,N/A
2020-08-22T15:59:36.9650+00:00,1071656,204,493,-118,-75,44,19,-90,58,284,N/A,N/A
2020-08-22T15:59:37.2150+00:00,1071906,128,460,62,-168,103,-36,-89,35,261,N/A,N/A
2020-08-22T15:59:37.4140+00:00,1072105,122,500,-45,-78,38,-49,-86,32,254,N/A,N/A
2020-08-22T15:59:37.6150+00:00,1072306,104,497,98,-64,27,22,-88,30,224,N/A,N/A
2020-08-22T15:59:37.8150+00:00,1072506,123,474,127,28,-19,77,-93,25,239,N/A,N/A
2020-08-22T15:59:38.0150+00:00,1072706,148,510,65,165,-57,81,-102,32,242,N/A,N/A
2020-08-22T15:59:38.2150+00:00,1072906,146,515,16,237,-75,59,-104,44,260,N/A,N/A
2020-08-22T15:59:38.4140+00:00,1073105,127,485,-22,249,-78,61,-101,57,283,N/A,N/A
2020-08-22T15:59:38.6150+00:00,1073306,154,467,-111,227,-134,75,-93,79,307,N/A,N/A
2020-08-22T15:59:38.8140+00:00,1073505,221,444,-281,85,-151,80,-95,101,325,N/A,N/A
2020-08-22T15:59:38.9370+00:00,1073628,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285521,-11726119
2020-08-22T15:59:39.0650+00:00,1073756,169,440,-188,-220,316,-69,-90,86,316,N/A,N/A
2020-08-22T15:59:39.3150+00:00,1074006,201,452,-185,-84,150,-132,-112,50,286,N/A,N/A
2020-08-22T15:59:39.5650+00:00,1074256,156,507,45,-69,33,63,-98,46,272,N/A,N/A
2020-08-22T15:59:39.7650+00:00,1074456,179,469,43,-64,124,41,-103,43,255,N/A,N/A
2020-08-22T15:59:39.9640+00:00,1074655,149,462,20,104,1,-4,-108,42,264,N/A,N/A
2020-08-22T15:59:40.1640+00:00,1074855,130,489,-76,141,-10,-12,-107,47,269,N/A,N/A
2020-08-22T15:59:40.3650+00:00,1075056,125,476,-43,100,31,52,-101,53,283,N/A,N/A
2020-08-22T15:59:40.5650+00:00,1075256,131,486,-99,142,-110,87,-106,68,278,N/A,N/A
2020-08-22T15:59:40.8150+00:00,1075506,179,496,-129,14,1,45,-109,75,299,N/A,N/A
2020-08-22T15:59:41.0150+00:00,1075706,130,480,-43,-52,10,9,-109,73,293,N/A,N/A
2020-08-22T15:59:41.2150+00:00,1075906,129,482,-49,0,-13,19,-105,75,293,N/A,N/A
2020-08-22T15:59:41.4140+00:00,1076105,165,489,-86,-8,9,58,-113,71,297,N/A,N/A
2020-08-22T15:59:41.6140+00:00,1076305,171,501,-63,8,4,38,-108,70,294,N/A,N/A
2020-08-22T15:59:41.8150+00:00,1076506,177,490,-79,37,-20,-6,-111,67,293,N/A,N/A
2020-08-22T15:59:42.0140+00:00,1076705,141,491,-67,1,3,-19,-104,76,302,N/A,N/A
2020-08-22T15:59:42.2140+00:00,1076905,158,478,-81,13,-8,9,-98,66,298,N/A,N/A
2020-08-22T15:59:42.4140+00:00,1077105,161,456,-91,4,-1,-18,-98,62,296,N/A,N/A
2020-08-22T15:59:42.6140+00:00,1077305,128,434,-6,-29,23,-49,-95,59,295,N/A,N/A
2020-08-22T15:59:42.8150+00:00,1077506,113,462,-58,51,1,34,-91,63,293,N/A,N/A
2020-08-22T15:59:43.0140+00:00,1077705,146,478,-109,97,-27,134,-99,71,305,N/A,N/A
2020-08-22T15:59:43.2140+00:00,1077905,176,503,-158,-13,-2,93,-99,85,303,N/A,N/A
2020-08-22T15:59:43.4140+00:00,1078105,218,508,-84,-173,68,17,-101,69,293,N/A,N/A
2020-08-22T15:59:43.6640+00:00,1078355,169,516,4,-132,81,-83,-106,46,268,N/A,N/A
2020-08-22T15:59:43.8650+00:00,1078556,136,472,41,38,-14,6,-104,50,266,N/A,N/A
2020-08-22T15:59:43.9410+00:00,1078632,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285521,-11726119
2020-08-22T15:59:44.0650+00:00,1078756,119,463,-19,176,-160,77,-97,51,281,N/A,N/A
2020-08-22T15:59:44.3150+00:00,1079006,143,497,-31,105,-32,37,-91,67,291,N/A,N/A
2020-08-22T15:59:44.5140+00:00,1079205,140,486,-20,110,-48,10,-92,74,308,N/A,N/A
2020-08-22T15:59:44.7150+00:00,1079406,133,459,-134,106,-44,3,-86,84,308,N/A,N/A
2020-08-22T15:59:44.9140+00:00,1079605,151,431,-114,-38,-24,36,-86,76,316,N/A,N/A
2020-08-22T15:59:45.1650+00:00,1079856,192,443,-87,-308,117,0,-80,66,302,N/A,N/A
2020-08-22T15:59:45.4140+00:00,1080105,161,501,123,-211,184,-106,-92,36,256,N/A,N/A
2020-08-22T15:59:45.6150+00:00,1080306,102,484,180,-79,69,-21,-74,24,238,N/A,N/A
2020-08-22T15:59:45.8140+00:00,1080505,130,474,107,142,-64,108,-88,24,242,N/A,N/A
2020-08-22T15:59:46.0650+00:00,1080756,147,483,-26,252,-91,22,-81,39,271,N/A,N/A
2020-08-22T15:59:46.3150+00:00,1081006,118,484,-61,212,-76,74,-74,50,294,N/A,N/A
2020-08-22T15:59:46.5140+00:00,1081205,191,485,-120,134,-39,107,-87,77,315,N/A,N/A
2020-08-22T15:59:46.7150+00:00,1081406,183,462,-132,114,18,75,-83,77,321,N/A,N/A
2020-08-22T15:59:46.9150+00:00,1081606,175,483,-107,12,-27,20,-96,86,320,N/A,N/A
2020-08-22T15:59:47.1140+00:00,1081805,181,484,-193,-189,68,15,-89,83,317,N/A,N/A
2020-08-22T15:59:47.3650+00:00,1082056,218,432,-47,-324,246,-130,-96,44,284,N/A,N/A
2020-08-22T15:59:47.6150+00:00,1082306,74,489,111,-44,60,-15,-93,31,253,N/A,N/A
2020-08-22T15:59:47.8650+00:00,1082556,187,525,-123,162,-106,29,-94,38,268,N/A,N/A
2020-08-22T15:59:48.1140+00:00,1082805,140,480,-84,130,-20,-24,-84,48,274,N/A,N/A
2020-08-22T15:59:48.3140+00:00,1083005,104,493,-55,124,-7,71,-77,47,287,N/A,N/A
2020-08-22T15:59:48.5150+00:00,1083206,176,509,-57,52,-2,102,-90,70,290,N/A,N/A
2020-08-22T15:59:48.7140+00:00,1083405,177,479,-107,88,-26,28,-86,64,292,N/A,N/A
2020-08-22T15:59:48.9140+00:00,1083605,184,469,-66,6,-33,-4,-78,72,314,N/A,N/A
2020-08-22T15:59:48.9460+00:00,1083637,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285520,-11726119
2020-08-22T15:59:49.1150+00:00,1083806,165,463,-96,-172,62,32,-91,57,297,N/A,N/A
2020-08-22T15:59:49.3650+00:00,1084056,149,494,148,-45,47,-31,-93,41,273,N/A,N/A
2020-08-22T15:59:49.5640+00:00,1084255,146,510,19,92,-13,35,-79,43,269,N/A,N/A
2020-08-22T15:59:49.8150+00:00,1084506,270,461,-114,184,-160,44,-88,62,286,N/A,N/A
2020-08-22T15:59:50.0640+00:00,1084755,135,453,-143,104,6,31,-81,75,305,N/A,N/A
2020-08-22T15:59:50.3150+00:00,1085006,158,448,-97,-2,45,1,-93,71,311,N/A,N/A
2020-08-22T15:59:50.5150+00:00,1085206,164,474,-139,7,25,-2,-85,71,311,N/A,N/A
2020-08-22T15:59:50.7150+00:00,1085406,185,485,-125,-87,50,-3,-86,70,302,N/A,N/A
2020-08-22T15:59:50.9130+00:00,1085604,184,450,-103,-248,110,-34,-100,58,292,N/A,N/A
2020-08-22T15:59:51.1650+00:00,1085856,252,427,3,-125,93,-89,-91,33,255,N/A,N/A
2020-08-22T15:59:51.3650+00:00,1086056,122,488,66,14,-3,36,-88,24,236,N/A,N/A
2020-08-22T15:59:51.6140+00:00,1086305,147,518,30,168,-85,80,-97,33,259,N/A,N/A
2020-08-22T15:59:51.8140+00:00,1086505,131,480,7,146,-44,-16,-85,41,277,N/A,N/A
2020-08-22T15:59:52.0150+00:00,1086706,110,447,-47,185,-41,29,-75,49,287,N/A,N/A
2020-08-22T15:59:52.2150+00:00,1086906,170,476,-32,153,-93,74,-74,68,306,N/A,N/A
2020-08-22T15:59:52.4140+00:00,1087105,181,484,-139,79,-8,70,-77,73,303,N/A,N/A
2020-08-22T15:59:52.6150+00:00,1087306,191,479,-134,-25,43,14,-83,81,313,N/A,N/A
2020-08-22T15:59:52.8150+00:00,1087506,186,472,-138,-161,104,-35,-98,70,306,N/A,N/A
2020-08-22T15:59:53.0640+00:00,1087755,89,498,-31,-242,194,-63,-86,48,262,N/A,N/A
2020-08-22T15:59:53.2640+00:00,1087955,127,491,44,-129,86,-25,-84,30,258,N/A,N/A
2020-08-22T15:59:53.4650+00:00,1088156,116,508,89,0,10,30,-93,23,251,N/A,N/A
2020-08-22T15:59:53.6640+00:00,1088355,126,488,83,120,-28,45,-85,27,245,N/A,N/A
2020-08-22T15:59:53.8650+00:00,1088556,98,495,40,154,-40,58,-94,34,258,N/A,N/A
2020-08-22T15:59:53.9470+00:00,1088638,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285521,-11726119
2020-08-22T15:59:54.0650+00:00,1088756,144,508,-32,57,16,63,-100,56,274,N/A,N/A
2020-08-22T15:59:54.2640+00:00,1088955,158,501,-12,51,20,26,-92,40,272,N/A,N/A
2020-08-22T15:59:54.4650+00:00,1089156,127,490,-8,99,1,0,-95,51,277,N/A,N/A
2020-08-22T15:59:54.6650+00:00,1089356,138,487,-112,145,-37,67,-93,63,289,N/A,N/A
2020-08-22T15:59:54.8650+00:00,1089556,171,472,-79,34,-26,66,-91,61,297,N/A,N/A
2020-08-22T15:59:55.0650+00:00,1089756,203,438,-43,-59,30,-8,-93,67,299,N/A,N/A
2020-08-22T15:59:55.2640+00:00,1089955,113,509,15,37,-1,-25,-93,59,299,N/A,N/A
2020-08-22T15:59:55.4650+00:00,1090156,146,506,-89,34,-93,53,-91,61,303,N/A,N/A
2020-08-22T15:59:55.6650+00:00,1090356,191,462,-116,-44,57,31,-98,70,286,N/A,N/A
2020-08-22T15:59:55.8650+00:00,1090556,183,462,-55,11,45,-57,-96,62,296,N/A,N/A
2020-08-22T15:59:56.0650+00:00,1090756,139,479,-61,102,-7,-5,-93,63,301,N/A,N/A
2020-08-22T15:59:56.2640+00:00,1090955,142,479,-120,90,-1,96,-95,79,301,N/A,N/A
2020-08-22T15:59:56.4640+00:00,1091155,190,474,-80,46,27,69,-98,82,304,N/A,N/A
2020-08-22T15:59:56.6650+00:00,1091356,187,481,-139,76,-11,3,-100,80,310,N/A,N/A
2020-08-22T15:59:56.8650+00:00,1091556,179,485,-154,-42,-11,28,-99,71,313,N/A,N/A
2020-08-22T15:59:57.0650+00:00,1091756,175,476,-124,-156,55,26,-96,78,302,N/A,N/A
2020-08-22T15:59:57.2650+00:00,1091956,147,482,175,15,76,-31,-102,60,296,N/A,N/A
2020-08-22T15:59:57.4650+00:00,1092156,97,505,-305,121,-34,29,-104,62,290,N/A,N/A
2020-08-22T15:59:57.7140+00:00,1092405,206,455,-168,50,9,5,-91,83,307,N/A,N/A
2020-08-22T15:59:57.9140+00:00,1092605,191,465,-158,14,15,11,-101,77,311,N/A,N/A
2020-08-22T15:59:58.1150+00:00,1092806,165,482,-114,87,-4,20,-101,83,307,N/A,N/A
2020-08-22T15:59:58.3140+00:00,1093005,162,476,-126,139,-22,62,-100,78,310,N/A,N/A
2020-08-22T15:59:58.5150+00:00,1093206,174,451,-178,94,-46,56,-109,99,331,N/A,N/A
2020-08-22T15:59:58.7150+00:00,1093406,177,443,-173,-81,34,7,-99,103,329,N/A,N/A
2020-08-22T15:59:58.9490+00:00,1093640,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285522,-11726119
2020-08-22T15:59:58.9650+00:00,1093656,172,441,-122,-169,101,-87,-98,74,306,N/A,N/A
2020-08-22T15:59:59.1650+00:00,1093856,115,483,-65,-20,36,-69,-87,69,293,N/A,N/A
2020-08-22T15:59:59.3650+00:00,1094056,106,488,-53,103,-41,65,-86,76,296,N/A,N/A
2020-08-22T15:59:59.5650+00:00,1094256,157,472,-83,87,-7,117,-90,92,302,N/A,N/A
2020-08-22T15:59:59.7640+00:00,1094455,193,481,-133,-34,29,55,-91,73,317,N/A,N/A
2020-08-22T15:59:59.9650+00:00,1094656,178,484,-84,-100,64,-54,-88,68,294,N/A,N/A
2020-08-22T16:00:00.1650+00:00,1094856,156,507,-63,-56,45,-19,-88,60,290,N/A,N/A
2020-08-22T16:00:00.3640+00:00,1095055,170,491,-45,-15,16,65,-91,61,289,N/A,N/A
2020-08-22T16:00:00.5650+00:00,1095256,181,466,-70,-15,3,-4,-97,55,295,N/A,N/A
2020-08-22T16:00:00.7650+00:00,1095456,86,485,55,-116,46,-61,-90,50,274,N/A,N/A
2020-08-22T16:00:00.9650+00:00,1095656,98,475,73,-54,67,14,-93,35,263,N/A,N/A
2020-08-22T16:00:01.1650+00:00,1095856,145,505,14,50,4,52,-94,36,254,N/A,N/A
2020-08-22T16:00:01.3640+00:00,1096055,134,489,14,218,-28,70,-92,48,276,N/A,N/A
2020-08-22T16:00:01.5650+00:00,1096256,150,491,-189,302,-218,119,-94,72,306,N/A,N/A
2020-08-22T16:00:01.8150+00:00,1096506,339,460,-336,205,-139,146,-95,109,339,N/A,N/A
2020-08-22T16:00:02.0650+00:00,1096756,204,417,-255,-11,45,65,-102,120,340,N/A,N/A
2020-08-22T16:00:02.3150+00:00,1097006,168,465,-228,-97,35,-79,-100,106,336,N/A,N/A
2020-08-22T16:00:02.5640+00:00,1097255,170,471,-156,-306,102,-50,-102,84,310,N/A,N/A
2020-08-22T16:00:02.8150+00:00,1097506,167,456,-16,-236,190,-123,-102,42,270,N/A,N/A
2020-08-22T16:00:03.0140+00:00,1097705,142,468,85,-115,53,-86,-98,36,256,N/A,N/A
2020-08-22T16:00:03.2640+00:00,1097955,107,504,70,48,8,38,-86,28,244,N/A,N/A
2020-08-22T16:00:03.4650+00:00,1098156,145,461,31,170,-38,40,-84,32,256,N/A,N/A
2020-08-22T16:00:03.6650+00:00,1098356,137,444,-48,220,-75,15,-98,58,278,N/A,N/A
2020-08-22T16:00:03.8640+00:00,1098555,147,461,-69,161,-84,62,-83,59,301,N/A,N/A
2020-08-22T16:00:03.9530+00:00,1098644,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285522,-11726120
2020-08-22T16:00:04.0650+00:00,1098756,155,477,-103,125,-33,77,-87,63,299,N/A,N/A
2020-08-22T16:00:04.2640+00:00,1098955,190,481,-217,97,-82,32,-92,84,314,N/A,N/A
2020-08-22T16:00:04.4650+00:00,1099156,180,460,-192,-63,-18,27,-87,85,313,N/A,N/A
2020-08-22T16:00:04.7150+00:00,1099406,141,466,12,-158,150,-14,-88,70,304,N/A,N/A
2020-08-22T16:00:04.9150+00:00,1099606,127,491,21,15,30,26,-91,63,291,N/A,N/A
2020-08-22T16:00:05.1150+00:00,1099806,183,502,-72,82,-158,86,-95,63,299,N/A,N/A
2020-08-22T16:00:05.3650+00:00,1100056,194,481,-92,17,11,69,-93,69,315,N/A,N/A
2020-08-22T16:00:05.5640+00:00,1100255,182,478,-96,1,19,-7,-83,73,307,N/A,N/A
2020-08-22T16:00:05.7650+00:00,1100456,144,498,-81,19,18,-26,-86,76,306,N/A,N/A
2020-08-22T16:00:05.9650+00:00,1100656,152,486,-95,7,11,24,-93,71,305,N/A,N/A
2020-08-22T16:00:06.1650+00:00,1100856,174,453,-89,-3,33,0,-92,68,306,N/A,N/A
2020-08-22T16:00:06.3650+00:00,1101056,142,475,-71,49,33,-7,-93,87,303,N/A,N/A
2020-08-22T16:00:06.5650+00:00,1101256,151,487,-146,30,38,50,-94,68,306,N/A,N/A
2020-08-22T16:00:06.7650+00:00,1101456,176,487,-85,-87,84,43,-104,68,298,N/A,N/A
2020-08-22T16:00:06.9650+00:00,1101656,181,473,-77,-90,94,-61,-94,76,278,N/A,N/A
2020-08-22T16:00:07.1640+00:00,1101855,143,487,-48,-73,74,-66,-101,61,281,N/A,N/A
2020-08-22T16:00:07.3640+00:00,1102055,136,495,-22,-20,140,36,-102,48,264,N/A,N/A
2020-08-22T16:00:07.5650+00:00,1102256,154,470,-32,118,-7,74,-114,54,266,N/A,N/A
2020-08-22T16:00:07.8150+00:00,1102506,143,492,-34,131,-42,19,-113,63,289,N/A,N/A
2020-08-22T16:00:08.0150+00:00,1102706,164,476,-106,42,3,2,-109,73,289,N/A,N/A
2020-08-22T16:00:08.2150+00:00,1102906,166,484,-85,36,-7,6,-93,65,297,N/A,N/A
2020-08-22T16:00:08.4150+00:00,1103106,127,470,-77,13,-15,22,-99,67,295,N/A,N/A
2020-08-22T16:00:08.6140+00:00,1103305,179,475,-59,-188,71,-1,-100,56,290,N/A,N/A
2020-08-22T16:00:08.8650+00:00,1103556,168,506,-73,-119,85,-44,-104,38,258,N/A,N/A
2020-08-22T16:00:08.9540+00:00,1103645,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285523,-11726121
2020-08-22T16:00:09.0640+00:00,1103755,158,507,90,-23,31,8,-107,35,247,N/A,N/A
2020-08-22T16:00:09.2640+00:00,1103955,155,514,140,43,-67,26,-101,35,247,N/A,N/A
2020-08-22T16:00:09.4650+00:00,1104156,186,486,-76,-23,56,-34,-104,32,244,N/A,N/A
2020-08-22T16:00:09.7150+00:00,1104406,133,491,68,134,-44,62,-104,32,244,N/A,N/A
2020-08-22T16:00:09.9150+00:00,1104606,164,474,-158,97,-245,46,-98,46,266,N/A,N/A
2020-08-22T16:00:10.1650+00:00,1104856,211,492,-123,-40,34,20,-95,41,275,N/A,N/A
2020-08-22T16:00:10.4140+00:00,1105105,149,495,37,106,-26,75,-96,50,276,N/A,N/A
2020-08-22T16:00:10.6150+00:00,1105306,191,477,-76,182,-187,72,-100,64,290,N/A,N/A
2020-08-22T16:00:10.8650+00:00,1105556,184,460,-151,46,13,34,-97,81,295,N/A,N/A
2020-08-22T16:00:11.1150+00:00,1105806,156,477,-63,47,9,-4,-106,76,310,N/A,N/A
2020-08-22T16:00:11.3150+00:00,1106006,156,459,-133,62,-40,37,-93,73,303,N/A,N/A
2020-08-22T16:00:11.5150+00:00,1106206,164,457,-118,-87,53,41,-104,80,304,N/A,N/A
2020-08-22T16:00:11.7650+00:00,1106456,182,500,-86,-47,47,-24,-99,73,281,N/A,N/A
